1,23,CONVEYOR01,CONVEYOR-PART,
2,23,CONVEYOR02,CONVEYOR-BOX INDEX,
3,23,CONVEYOR03,CONVEYOR-PREFEED,
4,23,CONVEYOR04,CONVEYOR-PART,
5,23,CONVEYOR05,CONVEYOR-BOX INDEX,
6,23,CONVEYOR06,CONVEYOR-PREFEED,
7,23,CONVEYOR07,CONVEYOR-INFEED,
8,23,CONVEYOR08,CONVEYOR-BOX INDEX,
9,23,CONVEYOR11,CONVEYOR BELTS,
10,23,CONVEYOR12,CONVEYOR BELTS,
